0, 0
5, 0.235377
10, 0.469303
15, 0.700336
20, 0.927051
25, 1.14805
30, 1.36197
35, 1.5675
40, 1.76336
45, 1.94834
50, 2.12132
55, 2.28122
60, 2.42705
65, 2.55792
70, 2.67302
75, 2.77164
80, 2.85317
85, 2.91711
90, 2.96307
95, 2.99075
100, 3
105, 2.99075
110, 2.96307
115, 2.91711
120, 2.85317
125, 2.77164
130, 2.67302
135, 2.55792
140, 2.42705
145, 2.28122
150, 2.12132
155, 1.94834
160, 1.76336
165, 1.5675
170, 1.36197
175, 1.14805
180, 0.927051
185, 0.700336
190, 0.469303
195, 0.235377
200, 3.67394e-16
205, -0.235377
210, -0.469303
215, -0.700336
220, -0.927051
225, -1.14805
230, -1.36197
235, -1.5675
240, -1.76336
245, -1.94834
250, -2.12132
255, -2.28122
260, -2.42705
265, -2.55792
270, -2.67302
275, -2.77164
280, -2.85317
285, -2.91711
290, -2.96307
295, -2.99075
300, -3
305, -2.99075
310, -2.96307
315, -2.91711
320, -2.85317
325, -2.77164
330, -2.67302
335, -2.55792
340, -2.42705
345, -2.28122
350, -2.12132
355, -1.94834
360, -1.76336
365, -1.5675
370, -1.36197
375, -1.14805
380, -0.927051
385, -0.700336
390, -0.469303
395, -0.235377
400, -7.34788e-16
405, 0.235377
410, 0.469303
415, 0.700336
420, 0.927051
425, 1.14805
430, 1.36197
435, 1.5675
440, 1.76336
445, 1.94834
450, 2.12132
455, 2.28122
460, 2.42705
465, 2.55792
470, 2.67302
475, 2.77164
480, 2.85317
485, 2.91711
490, 2.96307
495, 2.99075
500, 3
505, 2.99075
510, 2.96307
515, 2.91711
520, 2.85317
525, 2.77164
530, 2.67302
535, 2.55792
540, 2.42705
545, 2.28122
550, 2.12132
555, 1.94834
560, 1.76336
565, 1.5675
570, 1.36197
575, 1.14805
580, 0.927051
585, 0.700336
590, 0.469303
595, 0.235377
600, 1.10218e-15
605, -0.235377
610, -0.469303
615, -0.700336
620, -0.927051
625, -1.14805
630, -1.36197
635, -1.5675
640, -1.76336
645, -1.94834
650, -2.12132
655, -2.28122
660, -2.42705
665, -2.55792
670, -2.67302
675, -2.77164
680, -2.85317
685, -2.91711
690, -2.96307
695, -2.99075
700, -3
705, -2.99075
710, -2.96307
715, -2.91711
720, -2.85317
725, -2.77164
730, -2.67302
735, -2.55792
740, -2.42705
745, -2.28122
750, -2.12132
755, -1.94834
760, -1.76336
765, -1.5675
770, -1.36197
775, -1.14805
780, -0.927051
785, -0.700336
790, -0.469303
795, -0.235377
800, -1.46958e-15
805, 0.235377
810, 0.469303
815, 0.700336
820, 0.927051
825, 1.14805
830, 1.36197
835, 1.5675
840, 1.76336
845, 1.94834
850, 2.12132
855, 2.28122
860, 2.42705
865, 2.55792
870, 2.67302
875, 2.77164
880, 2.85317
885, 2.91711
890, 2.96307
895, 2.99075
900, 3
905, 2.99075
910, 2.96307
915, 2.91711
920, 2.85317
925, 2.77164
930, 2.67302
935, 2.55792
940, 2.42705
945, 2.28122
950, 2.12132
955, 1.94834
960, 1.76336
965, 1.5675
970, 1.36197
975, 1.14805
980, 0.927051
985, 0.700336
990, 0.469303
995, 0.235377
1000, 7.16604e-15
1005, -0.235377
1010, -0.469303
1015, -0.700336
1020, -0.927051
1025, -1.14805
1030, -1.36197
1035, -1.5675
1040, -1.76336
1045, -1.94834
1050, -2.12132
1055, -2.28122
1060, -2.42705
1065, -2.55792
1070, -2.67302
1075, -2.77164
1080, -2.85317
1085, -2.91711
1090, -2.96307
1095, -2.99075
1100, -3
1105, -2.99075
1110, -2.96307
1115, -2.91711
1120, -2.85317
1125, -2.77164
1130, -2.67302
1135, -2.55792
1140, -2.42705
1145, -2.28122
1150, -2.12132
1155, -1.94834
1160, -1.76336
1165, -1.5675
1170, -1.36197
1175, -1.14805
1180, -0.927051
1185, -0.700336
1190, -0.469303
1195, -0.235377
1200, -2.20436e-15
1205, 0.235377
1210, 0.469303
1215, 0.700336
1220, 0.927051
1225, 1.14805
1230, 1.36197
1235, 1.5675
1240, 1.76336
1245, 1.94834
1250, 2.12132
1255, 2.28122
1260, 2.42705
1265, 2.55792
1270, 2.67302
1275, 2.77164
1280, 2.85317
1285, 2.91711
1290, 2.96307
1295, 2.99075
1300, 3
1305, 2.99075
1310, 2.96307
1315, 2.91711
1320, 2.85317
1325, 2.77164
1330, 2.67302
1335, 2.55792
1340, 2.42705
1345, 2.28122
1350, 2.12132
1355, 1.94834
1360, 1.76336
1365, 1.5675
1370, 1.36197
1375, 1.14805
1380, 0.927051
1385, 0.700336
1390, 0.469303
1395, 0.235377
1400, 1.32299e-14
1405, -0.235377
1410, -0.469303
1415, -0.700336
1420, -0.927051
1425, -1.14805
1430, -1.36197
1435, -1.5675
1440, -1.76336
1445, -1.94834
1450, -2.12132
1455, -2.28122
1460, -2.42705
1465, -2.55792
1470, -2.67302
1475, -2.77164
1480, -2.85317
1485, -2.91711
1490, -2.96307
1495, -2.99075
1500, -3
1505, -2.99075
1510, -2.96307
1515, -2.91711
1520, -2.85317
1525, -2.77164
1530, -2.67302
1535, -2.55792
1540, -2.42705
1545, -2.28122
1550, -2.12132
1555, -1.94834
1560, -1.76336
1565, -1.5675
1570, -1.36197
1575, -1.14805
1580, -0.927051
1585, -0.700336
1590, -0.469303
1595, -0.235377
1600, -2.93915e-15
1605, 0.235377
1610, 0.469303
1615, 0.700336
1620, 0.927051
1625, 1.14805
1630, 1.36197
1635, 1.5675
1640, 1.76336
1645, 1.94834
1650, 2.12132
1655, 2.28122
1660, 2.42705
1665, 2.55792
1670, 2.67302
1675, 2.77164
1680, 2.85317
1685, 2.91711
1690, 2.96307
1695, 2.99075
1700, 3
1705, 2.99075
1710, 2.96307
1715, 2.91711
1720, 2.85317
1725, 2.77164
1730, 2.67302
1735, 2.55792
1740, 2.42705
